coffee_id,name,roaster,farmer,process,elevation,country_name,country_region,notes,varietals
3607,Joven Burundi Turihamwe,Sparrows,Turihamwe,Washed,1750,Burundi,Africa,"sugar,brown sugar,vanilla,black tea,tea,cranberry,apricot",Bourbon
3615,Burundi Kayanza,Sparrows,,Washed,1760,Burundi,Africa,"super,candy,cinnamon,citrus,bright,banana,savory,dried fruit,sweet,silky","Bourbon,Jackson,Mibirizi"
3619,Larrea Blend,Verve,,Washed,1700,Blend,Blend,"bright,citrus,grapefruit,sweet,floral,honeysuckle","Arusha,Mundo Novo,Typica,Heirlooms"
3626,Decaf Colombia,Sparrows,,EA Decaf,9999,Colombia,Americas,"citrus zest,nutty,toffee,super,cherry,citrus",Caturra
3633,Monkey Bite Espresso,Bird Rock,,Washed,9999,,,"walnut,cocoa,milk",Various
3652,Honduras Santa B├írbara Highlands,Gimme!,,Washed,1800,Honduras,Americas,"walnut,sweet","Pacas,Typica"
3654,Huehuetenango Q'anil,City of Saints,Cooperativa Rio Azul,Washed,1100,Guatemala,Americas,"clean,fruity,toffee,apricot,sweet","Caturra,Catuai,Bourbon"
3678,East Fourteenth,Red Bay,Sweet Unity Farms Co-op,Washed,1372,Tanzania,Africa,"fruity,full body,sweet",Bourbon
3679,Carver's Dream,Red Bay,"Women of  Kinyovu  Cooperative, La Ceiba Cooperative",Washed,1500,Blend,Blend,"caramel,smooth,bright,cherry","Bourbon,Caturra"
3686,Dark Roast Sumatra Gayo Mandiri,Anodyne Coffee Roasters,KSU Gayo Mandiri Cooperative,Wet-hulled,1450,,,earthy,"Bourbon,Tim Tim,Ateng"
3696,San Ignacio,Passenger,,Washed,1675,,,"grapefruit,sweet","Bourbon,Caturra,Pache"
3697,Marlenis Imbachi - 2019 Harvest,Passenger,Marlenis Imbachi,Washed,1650,Colombia,Americas,"green apple,pie,nutmeg,apple,juicy",Pink Bourbon
3704,Brazil Cerrado,Gimme!,,Pulp Natural,960,Brazil,Americas,"roasted,smooth,nutty,walnut","Topazio,Mundo Novo,Bourbon,Yellow Catuai"
3756,Monserrate,Irving Farm,,Washed,1800,,,"bright,caramel",Various
3762,Prime Meridian,Equator,Multiple,Washed,910,Blend,Blend,"black cherry,chocolate,dark chocolate,bittersweet chocolate,cherry,caramel,sweet,almond,roasted,smooth,walnut","Catuai,SL28,Ruiru 11,Tupi,Caturra,K7,Bourbon,Mundo Novo,Castillo,Colombia,SL34"
3765,Honduras COMSA Natural,Atomic,,Natural,1350,Honduras,Americas,"tropical fruit,creamy,sour,candy,watermelon,juicy","Caturra,Typica,Catuai,Bourbon"
3774,Finca Cedral Alto Natural,Good Citizen,Jorge Vasquez,Natural,1850,,,"blueberry,cherry,dried blueberry,black cherry,soil",Catuai
3776,Bright Minds,Greater Goods,Guatemala Coffee Kids Program,Washed,1550,Guatemala,Americas,"nougat,cherry,milk,lingering,toffee,chocolate,sweet,orange,milk chocolate,melon,cola","Caturra,Bourbon,Catuai,Catimor,Pache"
3835,Hold Fast,Good Citizen,,Washed,9999,,,"spice,sweet",Various
3836,Buckle Down,Good Citizen,,Washed,1200,,,"cedar,cherry,spice,fig",Various
3837,Kovachii,Good Citizen,,Washed,1750,,,"sweet,bright,plum,berry,juicy",Various
3838,La Concordia,Good Citizen,,Washed,1200,,,"honey,chocolate,cherry","Caturra,Typica,Bourbon"
3839,Nueva Segovia,Good Citizen,,Washed,1350,,,roasted,"Maragogipe,Pacamara"
3842,Solaris,Maquina,Multiple,Washed,1500,,,"juicy,sweet,pear,clean,tangerine,bright","Colombia,Bourbon,Caturra,Pink Bourbon"
3852,Bom Senso,Huckleberry,,Natural,9999,,,"almond,caramel,roasted","Mundo Novo,Bourbon"
3853,Flores Belas,Huckleberry,,Natural,9999,,,"nutty,orange,dried fruit,chocolate,milk,milk chocolate,caramel","Mundo Novo,Bourbon,Arabica"
3877,Guduba Light,George Howell,,Washed,2018,,,"clean,floral,sweet",Ethiopia Landraces
3909,Gunung Tujuh,Sterling Coffee Roasters,,Washed,1450,,,"pie,pecan,caramel,cedar,custard,light,tangerine,earthy,sugar,citrus",Ateng
3912,Sumatra Gayo Highlands,Gimme!,,Wet-hulled,1350,,,"earthy,milk,soil,cherry","Typica,Catimor,Bourbon,Caturra"
3947,High Five Blend,Sparrows,,Washed,9999,Blend,Blend,orange,"Caturra,Bourbon"
3972,Nebula - a Dark Roast,Mother Tongue Coffee,,Washed,9999,,,"sweet,super,honey",Mixed
3974,Mugshots - a Light Roast,Mother Tongue Coffee,,Washed,9999,,,hazelnut,Mixed
3977,Brazil - Dulce Signature,Methodical,Maria Helena Dumont and Selma Veira,Natural,950,Brazil,Americas,"nutty,honey,roasted,sweet,caramel,dark chocolate,smooth,hazelnut,chocolate","Mundo Novo,Yellow Catuai"
3992,Starr Hill Stout Blend,Red Rooster,,Washed,9999,Blend,Blend,"caramel,creamy,complex,sweet,sugar,cocoa,chocolate,cream,cream,smooth,dark chocolate,milk",Mixed
3999,"Et Tu, Dame?",Gimme!,Dame Dabaye,Washed,9999,Ethiopia,Africa,"blueberry,cherry,strawberry,fruity,floral,lime,bright",Heirlooms
4001,Big City,Joe Coffee,The Veloso Family,Natural,1066,Brazil,Americas,"honeycomb,burnt sugar,chocolate,dark chocolate,sweet,sugar,roasted",Red Catuai
4014,MotherLand,Red Bay,Ndago Cooperative ,Washed,9999,Burundi,Africa,"cherry,green apple,apple,round,soil",Bourbon
4019,Valle Verde,Good Citizen,,Washed,1650,,,"cranberry,apricot","Catimor,Typica,Caturra,Bourbon"
4025,Brazil Klatch Diamond Reserve,Klatch,,Natural,9999,Brazil,Americas,"black cherry,bright,vanilla,fruity,blood orange,orange,sweet,cherry,chocolate","Red Catuai,Yellow Catuai"
4026,"Bella Vista Women's Group - Chiapas, Mexico",Mother Tongue Coffee,Rosalba Cifuentes,Washed,1600,Mexico,Americas,"lemonade,hazelnut,lingering,candy","Bourbon,Catimor,Caturra"
4030,La Piramide,Tandem,,Washed,1850,,,"super,delicate,clean,round,light,sweet,complex,citrus","Typica,Caturra"
4032,El Salvador Finca Hungria,Red Rooster,,Washed,9999,,,"cedar,smooth,oak,sweet,honeycomb","Catimor,Pacas,Caturra,Bourbon"
4039,Finca El Limonar,Panther,Rosa Maria Ovalle,Washed,1700,Guatemala,Americas,"plum,roasted,almond,round,creamy,milk,milk chocolate,cherry,chocolate,bright",Caturra
4041,Mejor,Panther,Multiple,Washed,1800,Colombia,Americas,"chocolate,citrus,juicy,bright,milk,milk chocolate,fruity,sweet,cherry,silky,nutty",Castillo
4048,Cabot Street,Atomic,,Washed,1400,,,"jam,grape,apple,fruity,bright,green grape","Colombia,Heirlooms"
4050,San Sebastian,Novo,Occicafe Growers Association,Washed,1700,Honduras,Americas,"almond,banana,cherry","Colombia,Caturra"
4063,French Roast,Portland,Ngorongoro Coffee group ,Washed,1800,Tanzania,Africa,"roasted,sweet,milk,clean,super,caramel",Kent
4066,Li'l Devils,Gimme!,,Washed,1750,,,"sweet,caramel,smooth","Castillo,Colombia,Caturra"
4067,Kickstart,Greater Goods,,Washed,1300,,,"sugar,rose,smooth,chocolate,dark chocolate,caramel,brown sugar","Catuai,Arara,Castillo,Caturra"
4103,Soulmate,Alma Coffee,Leticia Lopez Hutchins,Washed,1400,Honduras,Americas,"milk,cherry,smooth,chocolate,candied,sugar,sweet,creamy,walnut,clementine,cream,cream,milk chocolate",Parainema
4104,Passion,Alma Coffee,Al Lopez,Washed,1000,,,"orange,sweet,cacao,sugar,orange zest,brown sugar,hazelnut,smooth,milk,caramel",Parainema
4105,Enchanted,Alma Coffee,Al Lopez,Washed,1000,,,"pecan,creamy,dark chocolate,lingering,molasses,chocolate",Parainema
4107,Natural Process,Alma Coffee,Leticia Lopez Hutchins,Natural,1400,Honduras,Americas,"rose,strawberry,raspberry,cherry,pineapple,complex,jam",Parainema
4115,Essence,Alma Coffee,Leticia Lopez Hutchins,Washed,1400,Honduras,Americas,"smooth,dark chocolate,chocolate,caramel,balance,almond,roasted",Parainema
4175,Peru Cajamarca Fair Trade Organic,Equator,"Salomon & Andres Bermeo, La Prosperidad de Chirinos",Washed,1700,Peru,Americas,"raisin,vanilla,apple,hazelnut,brown sugar,juicy,lingering,smooth,nougat,sugar,passion fruit","Bourbon,Pache,Caturra"
4183,Las Margaritas Red Bourbon,Good Citizen,Cafe Granja La Esperanza,Washed,1710,,,"cocoa,blackberry,vanilla,tropical fruit",Red Bourbon
4190,Guatemala Huehuetenango,Oren's,,Washed,1600,Guatemala,Americas,"green apple,apple,almond,chocolate,nutty,smooth,sweet,apricot,complex","Caturra,Catuai,Pache"
4192,"Ubuto - Karuzi, Burundi",Mother Tongue Coffee,,Washed,1800,Burundi,Africa,"smooth,apple,complex,pie",Bourbon
4199,Tres Dragones Natural,PT's Coffee Roasting Co.,Rigoberto Herrera,Natural,1700,Colombia,Americas,"lemon,strawberry,tamarind,licorice,tropical fruit,guava",Colombia
4203,Toni,Portrait,,Washed,1500,,,"nutty,chocolate","Bourbon,Caturra"
4204,Founders,Portrait,Buesaco Community,Washed,9999,Colombia,Americas,"fruity,smooth,soft,sweet,juicy",
4214,Fazenda Vassour├úo,Irving Farm,Waldir Batista Borges ,Natural,1175,Brazil,Americas,"peanut,light,chocolate,candy,vanilla,sweet,roasted,cocoa,peanut butter","Yellow Catuai,Mundo Novo"
4217,Daydream Decaf,Atomic,,EA Decaf,800,,,"molasses,chocolate,nutty,chemical,shortbread,lingering,plum","Bourbon,Mundo Novo"
4220,Jaime Ponce,Passenger,Jaime Ponce,Washed,1450,Ecuador,Americas,"tea,bright,black tea,complex,lemon,meyer lemon",Mejorado
4231,Arboretum,Small Planes,,Washed,9999,,,"apple,smooth,chocolate,green apple,nutty,balance,fruity,bright",Various
4232,Gateway,Small Planes,,Washed,2000,,,"juicy,chocolate,smooth,roasted,cherry,milk,sugar,sweet","Yellow Caturra,Red Caturra,Typica"
4233,Decaf Desvelado,Small Planes,,EA Decaf,1575,,,"sugar,juicy,caramel,soft,chocolate,spice,stone fruit,citrus","Tabi,Castillo,Caturra"
4240,Brazil Fazenda Pantano,Anodyne Coffee Roasters,Wagner Ferrero,Natural,1200,Brazil,Americas,"smooth,vanilla,almond",Yellow Bourbon
4249,Hell Yeah!,Drink Coffee Do Stuff,,Washed,1800,,,"sweet,juicy,cherry,lingering,chocolate,nutty,walnut,macadamia nut",
4250,Party Wave,Drink Coffee Do Stuff,,Natural,1800,,,"chocolate,bright,peach,jasmine,syrup,syrup,raspberry",Heirlooms
4251,Bark At The Moon,Drink Coffee Do Stuff,,Washed,1200,,,"vanilla,toffee,chocolate,caramel,sweet,silky,dark chocolate,smooth",
4252,Tips Up Tahoe French Roast,Drink Coffee Do Stuff,,Washed,1200,,,"vanilla,sweet",
4253,Hot Shot Espresso,Drink Coffee Do Stuff,,Washed,1800,,,"milk,citrus",
4256,Peru Rutas Del Inca,Drink Coffee Do Stuff,,Washed,2350,Peru,Americas,"dried fruit,roasted,sugar,buttery,sweet,complex,nutty,milk,milk chocolate,chocolate,brown sugar",
4258,Umoja,Joe Coffee,Multiple,Washed,1740,Congo,Africa,"hibiscus,tropical fruit,pomegranate,raisin,golden raisin,molasses,tangerine,bright,round,floral",Bourbon
4260,Ecuador Rancho Carmen,City of Saints,Asociacion Agropecuaria Artesanal de Productores Organicos Cuenca del Rio Mayo,Washed,1650,Ecuador,Americas,"sweet,vanilla,creamy,lemonade,bright,fermented,juicy","Caturra,Typica Mejorado,Criollo,Bourbon"
4261,Brazil Lagoa Farm,Maquina,Niwaldo Antonio Rodrigues,Natural,1000,Brazil,Americas,"candy,cherry,sweet",Red Catuai
4264,Loma La Gloria,Steady State,Anny Ruth,Natural,1700,,,"brown sugar,honey,herb,orange,blood orange,bright,sugar","Pacamara,Orange Bourbon"
4265,Adanech,Steady State,,Natural,1900,,,"berry,stone fruit,round,apple,pie,chocolate,blueberry",Heirlooms
4268,Agricola,Steady State,Gonzalo and Yrma Palenzuela,Natural,1750,Panama,Americas,"juicy,floral,melon,soft,delicate,citrus,clean","Geisha,Pacas,Castillo"
4270,Aim High,Good Citizen,,Washed,1100,,,"candy,nutty,bright,sweet","Yellow Catuai,Caturra"
4272,Burundi Nemba Natural,Red Rooster,Nemba Washing Station,Natural,9999,Burundi,Africa,"apple,spice,raisin",Red Bourbon
4275,Peru El Pajurillo,Red Rooster,Fidel Huancas Chinchay,Washed,1900,Peru,Americas,"brown sugar,bright,tomato,apple,sweet,fruity,sugar,almond,strawberry,nectarine,cherry","Yellow Caturra,Yellow Bourbon,Red Bourbon"
4277,Kenya - Ngugu-ini,Panther,Kibirigwi Cooperative Society,Washed,1660,Kenya,Africa,"lasting,clean,citrus,grapefruit,sweet,jasmine",Bourbon
4279,High Walk,Congregation,,Washed,9999,,,"citrus,walnut,sugar,crisp,milk,soft,brown sugar,clean","Caturra,Castillo,Colombia"
4280,Gallop,Congregation,,Washed,9999,,,"black cherry,bright,tropical fruit,cherry,cocoa,milk","Caturra,Mundo Novo"
4282,EthiopiaΓÇöKochere,Congregation,,Washed,1900,Ethiopia,Africa,"brown sugar,stone fruit,juicy,sugar,sweet,peach,floral,citrus,malt",
4287,Rumukia,Steady State,Multiple,Washed,1760,Kenya,Africa,"savory,bright","Batian,SL34,Ruiru 11,SL28"
4289,Wate Gogugu,Broadsheet,Kadir Jabril,Washed,2140,Ethiopia,Africa,"strawberry,sweet,citrus,floral,peach,juicy,honeysuckle","Indigenous Landraces,Jarc Selections"
4290,Ethiopia Tekamo Mekiso,Atomic,Tekamo Mekiso,Natural,1950,Ethiopia,Africa,"pineapple,creamy,soft,blackberry,bright,sweet,fruity",Heirlooms
4297,Guatemala La Candelaria,Verve,The Zelaya Family,Washed,1500,Guatemala,Americas,"cantaloupe,maple syrup,juicy,complex,syrup,sweet,syrup,orange,brown sugar,almond,orange zest,sugar",
4300,Campfire Blend,Caffe Vita,,Washed,1000,Blend,Blend,"chocolate,marshmallow,dark chocolate",
4307,Colombia Las Montanas Decaf,Maquina,Multiple,EA Decaf,1350,Colombia,Americas,"juicy,orange,vanilla,complex,caramel,sweet","Typica,Bourbon,Caturra"
4309,Fam├¡lia Peixoto,Peixoto,Jose Augusto Peixoto,Natural,1250,Brazil,Americas,"sweet,chocolate,berry,creamy,clean,citrus",Catuai
4310,Peixoto Doce,Peixoto,Jose Augusto Peixoto,Natural,1250,Brazil,Americas,"caramel,cherry,chocolate,hazelnut,sweet",Catuai
4311,Peixoto Honey,Peixoto,Jose Augusto Peixoto,Pulp Natural,1250,Brazil,Americas,"nutty,clean,honey,cherry,chocolate",Yellow Catuai
4312,Frutas Blend,Peixoto,,Natural,1250,Blend,Blend,"juicy,nutty,chocolate,strawberry,jam,fruity,cocoa","Heirlooms,Yellow Catuai"
4313,Citrico Blend,Peixoto,,Washed,1250,Blend,Blend,"cocoa,sweet,creamsicle,stone fruit","Caturra,Catuai"
4314,Sugarcane Decaf,Peixoto,Ana Mustafa,EA Decaf,1650,,,"bright,clementine,citrus,nougat,green apple,molasses,caramel,balance,apple","Colombia,Castillo"
4316,"Ethiopia, Worka Chelbessa, Yirgacheffe",Sight Glass,Worka Chelbessa,Washed,2050,Ethiopia,Africa,"juicy,floral,spice,peach",Heirlooms
4317,Agaro Yukro #5 Washed,PT's Coffee Roasting Co.,Yukro Washing Station,Washed,2000,Ethiopia,Africa,"crisp,peach,sugar,black tea,grapefruit,tea,light,lemon,brown sugar,hazelnut,lemon zest",Heirlooms
4319,Aristides Guarnizo-Rosado,Blueprint Coffee Roasters,Guarnizo brothers,Experimental,1800,,,"soil,grapefruit,blackberry,bright,tea","Pink Bourbon,Colombia,Castillo"
4341,Ethiopia Nano Genji,ReAnimator Coffee Roasters,,Washed,9999,Ethiopia,Africa,"nectarine,floral,jasmine,lasting,clean,grapefruit,candied,bright",
4343,Simple Summer,Atomic,,Washed,1500,,,"berry,fruity,bright",Heirlooms
4348,Lote Valeria Washed,PT's Coffee Roasting Co.,The Portilla Family,Washed,1850,Colombia,Americas,"juicy,peach,sweet,lime,nougat,candy,grapefruit,soft",Caturra
4349,Guatemala Huehuetenango Gilberto Mendez,Drink Coffee Do Stuff,Gilberto Mendez,Washed,1675,Guatemala,Americas,"nutty,clementine,praline,nectarine,spice,pecan,juicy,marzipan,apple,almond","Caturra,Bourbon"
4352,Summer Blend,ReAnimator Coffee Roasters,,Washed,9999,Blend,Blend,"roasted,bright,nutty,cherry,almond",
4354,Organic Ethiopia Idido Wegida Natural Process,Wonderstate,Wegida Washing Station,Natural,2150,Ethiopia,Africa,"flower,fruity,blueberry","Ethiopia Landraces,Heirlooms"
4355,El Borbollon El Salvador,Sterling Coffee Roasters,Alvarez,Washed,1450,El Salvador,Americas,"lingering,butterscotch,cherry,creamy,balance,caramel,dried fruit",Red Bourbon
4356,Kiganda Murambi Burundi,Sterling Coffee Roasters,,Washed,2000,Burundi,Africa,"balance,cream,currant,apple,dried fruit,graham cracker,buttery,marshmallow,cream,honey,vanilla",Bourbon
4359,Summer Solstice,Mad Cap,,Washed,1900,,,"tea,creamy,sweet,tropical fruit,delicate","Jarc Selections,Ethiopia Landraces"
4360,Ethiopia Guji Banti Nenga,Drink Coffee Do Stuff,Banti Nenga,Natural,2100,Ethiopia,Africa,"blueberry,cream,bright,floral,strawberry,cream,tropical fruit",Heirlooms
4365,Tano Batak,Novo,,Wet-hulled,1500,,,"green apple,sugar,light,roasted,cherry,apple,fermented,pea,bright","Typica,Ateng"
4366,Power & Glory Blend,Feast,,Washed,9999,Blend,Blend,"hazelnut,sweet,round,dark chocolate,chocolate,nectarine,citrus","Heirlooms,Bourbon,Caturra"
4370,Organic Santa Theresa,Wonderstate,Pillimue Farmers Group,Washed,1925,Colombia,Americas,"complex,nutty,lingering,raspberry,honey",Caturra
